Day;AnimalsCount;GrassCount;EmptyFields;MostPopularGene;AverageEnergy;AverageLifespan;AverageChildrenCount
22;7;47;49;[2, 2, 4, 3, 4, 7, 4, 4];11.64;8.3;0.45
23;8;46;48;[2, 2, 4, 3, 4, 7, 4, 4];12.73;8.3;0.45
24;7;45;50;[3, 0, 6, 5, 5, 7, 0, 6];12.0;8.3;0.69
25;10;45;48;[0, 0, 3, 0, 4, 1, 0, 6];10.25;8.3;0.94
26;13;42;47;[0, 0, 3, 0, 4, 1, 0, 6];10.11;8.3;1.06
27;13;43;46;[0, 0, 3, 0, 4, 1, 0, 6];9.26;8.3;1.11
28;15;42;47;[0, 0, 3, 0, 4, 1, 0, 6];10.0;9.55;1.17
29;16;39;48;[0, 0, 3, 0, 4, 1, 0, 6];11.0;9.92;1.18
30;16;39;47;[0, 1, 0, 6, 2, 5, 4, 3];11.12;9.92;1.18
31;11;43;48;[3, 4, 0, 0, 5, 3, 4, 4];11.63;9.43;1.25
32;13;43;46;[3, 4, 0, 0, 5, 3, 4, 4];11.56;9.43;1.25
33;14;43;47;[3, 4, 0, 0, 5, 3, 4, 4];11.88;9.43;1.25
34;12;46;44;[3, 4, 0, 0, 5, 5, 2, 3];11.56;10.47;1.19
35;12;44;47;[3, 4, 0, 0, 5, 5, 2, 3];10.67;10.47;1.28
36;14;43;46;[3, 4, 0, 0, 5, 5, 2, 3];10.89;10.47;1.28
37;13;42;50;[3, 4, 0, 0, 5, 5, 2, 3];10.74;11.94;1.26
38;14;39;50;[3, 4, 0, 0, 5, 5, 2, 3];11.78;11.5;1.33
39;14;39;51;[3, 4, 0, 0, 5, 5, 2, 3];11.89;11.5;1.33
40;14;34;56;[3, 4, 0, 0, 5, 5, 2, 3];12.11;11.5;1.37
41;14;34;55;[3, 4, 0, 0, 5, 5, 2, 3];11.52;11.5;1.43
42;15;32;57;[3, 4, 0, 0, 5, 5, 2, 3];11.04;11.5;1.48
43;15;33;54;[0, 0, 1, 0, 6, 1, 0, 3];10.46;11.16;1.54
44;13;33;57;[0, 0, 1, 0, 6, 1, 0, 3];10.46;12.33;1.46
45;21;31;51;[5, 7, 1, 1, 1, 0, 7, 2];10.08;12.33;1.48
46;18;29;54;[5, 7, 1, 1, 1, 0, 7, 2];9.69;12.33;1.5
47;19;26;57;[5, 7, 1, 1, 1, 0, 7, 2];9.21;12.33;1.54
48;21;27;56;[5, 7, 1, 1, 1, 0, 7, 2];9.33;12.43;1.52
49;23;23;56;[5, 7, 1, 1, 1, 0, 7, 2];9.25;12.43;1.54
50;19;23;61;[5, 7, 1, 1, 1, 0, 7, 2];8.53;12.43;1.57
51;21;21;59;[0, 2, 2, 1, 0, 6, 4, 4];8.45;13.13;1.52
52;22;21;59;[0, 2, 2, 1, 0, 6, 4, 4];8.09;13.13;1.53
53;25;22;56;[0, 2, 2, 1, 0, 6, 4, 4];7.73;13.13;1.55
54;21;21;60;[0, 2, 2, 1, 0, 6, 4, 4];8.5;13.07;1.6
55;22;20;59;[0, 2, 2, 1, 0, 6, 4, 4];7.82;13.07;1.64
56;22;21;57;[0, 2, 2, 1, 0, 6, 4, 4];7.29;12.97;1.71
57;26;23;53;[0, 2, 2, 1, 0, 6, 4, 4];6.97;12.58;1.74
58;21;23;58;[0, 2, 2, 1, 0, 6, 4, 4];6.82;13.0;1.74
59;26;25;51;[0, 2, 2, 1, 0, 6, 4, 4];6.52;13.53;1.7
60;24;23;54;[0, 2, 2, 1, 0, 6, 4, 4];6.87;13.44;1.68
61;27;21;54;[0, 2, 2, 1, 0, 6, 4, 4];7.31;13.13;1.76
62;18;23;61;[0, 2, 2, 1, 0, 6, 4, 4];6.73;12.88;1.83
63;18;25;57;[0, 2, 2, 1, 0, 6, 4, 4];6.55;13.07;1.83
64;20;28;53;[0, 2, 2, 1, 0, 6, 4, 4];6.56;12.93;1.85
65;20;27;56;[0, 2, 2, 1, 0, 6, 4, 4];6.85;12.93;1.88
66;22;28;54;[0, 0, 1, 3, 4, 6, 4, 4];6.54;12.93;1.88
67;15;27;61;[0, 0, 1, 3, 4, 6, 4, 4];8.43;13.64;1.81
68;19;28;56;[0, 0, 1, 3, 4, 6, 4, 4];8.1;13.64;1.81
69;15;28;59;[0, 0, 1, 3, 4, 6, 4, 4];8.1;13.55;1.81
70;16;26;60;[0, 0, 1, 3, 4, 6, 4, 4];8.7;13.52;1.8
71;14;26;64;[0, 0, 1, 3, 4, 6, 4, 4];8.95;13.47;1.85
72;15;25;64;[0, 0, 1, 3, 4, 6, 4, 4];10.06;14.04;1.78
73;15;24;63;[0, 0, 1, 3, 4, 6, 4, 4];11.12;14.14;1.82
74;15;25;62;[0, 0, 1, 3, 4, 6, 4, 4];11.29;14.12;1.94
75;13;24;65;[0, 0, 1, 3, 4, 6, 4, 4];10.53;14.12;1.95
76;13;25;64;[0, 0, 1, 3, 4, 6, 4, 4];9.8;14.12;1.95
77;15;26;60;[0, 0, 1, 3, 4, 6, 4, 4];11.24;14.58;2.06
78;13;27;62;[0, 0, 1, 3, 4, 6, 4, 4];10.94;14.58;2.06
79;15;27;58;[0, 0, 1, 3, 4, 6, 4, 4];10.82;14.58;2.06
80;14;30;59;[0, 0, 1, 3, 4, 6, 4, 4];9.67;14.58;2.06
81;15;30;58;[0, 0, 1, 3, 4, 6, 4, 4];9.56;14.58;2.06
82;17;30;55;[0, 0, 1, 3, 4, 6, 4, 4];9.05;14.58;2.05
83;14;29;60;[0, 0, 1, 3, 4, 6, 4, 4];10.0;15.21;2.11
84;13;30;59;[0, 0, 1, 3, 4, 6, 4, 4];10.06;15.21;2.11
85;12;31;59;[0, 0, 1, 3, 4, 6, 4, 4];10.67;15.1;2.17
86;14;31;58;[0, 0, 1, 3, 4, 6, 4, 4];9.38;15.1;2.14
87;15;28;60;[0, 0, 1, 3, 4, 6, 4, 4];9.0;15.09;2.13
88;14;25;63;[0, 0, 1, 3, 4, 6, 4, 4];8.0;15.09;2.12
89;19;21;62;[0, 0, 1, 3, 4, 6, 4, 4];7.59;15.09;2.1
90;22;18;63;[0, 0, 1, 3, 4, 6, 4, 4];7.13;15.09;2.1
91;20;21;60;[0, 0, 1, 3, 4, 6, 4, 4];6.52;14.98;2.13
92;20;23;59;[0, 0, 1, 3, 4, 6, 4, 4];5.7;14.98;2.12
93;21;19;62;[0, 0, 1, 3, 4, 6, 4, 4];5.85;15.19;2.15
94;22;21;60;[0, 0, 1, 3, 4, 6, 4, 4];6.4;16.63;1.8
95;23;19;60;[0, 0, 1, 3, 4, 6, 4, 4];6.3;16.51;1.83
96;20;20;60;[0, 0, 1, 3, 4, 6, 4, 4];6.17;16.47;1.87
97;20;20;63;[0, 0, 1, 3, 4, 6, 4, 4];5.94;16.37;1.87
98;23;23;56;[0, 0, 1, 3, 4, 6, 4, 4];5.67;16.34;1.87
99;21;21;60;[0, 0, 1, 3, 4, 6, 4, 4];6.07;17.23;1.62
100;20;22;61;[2, 4, 7, 1, 6, 6, 0, 5];5.5;17.11;1.67
101;21;23;59;[2, 4, 7, 1, 6, 6, 0, 5];5.17;17.33;1.63
102;21;25;57;[2, 4, 7, 1, 6, 6, 0, 5];4.93;17.24;1.69
103;21;26;55;[2, 4, 7, 1, 6, 6, 0, 5];5.63;16.99;1.58
104;18;26;60;[2, 4, 7, 1, 6, 6, 0, 5];6.19;16.85;1.71
105;16;26;60;[2, 4, 7, 1, 6, 6, 0, 5];6.74;16.69;1.79
106;16;24;64;[2, 3, 0, 3, 4, 1, 4, 6];7.44;16.56;1.83
107;15;25;62;[2, 3, 0, 3, 4, 1, 4, 6];8.0;16.47;1.88
108;15;25;61;[2, 3, 0, 3, 4, 1, 4, 6];8.06;16.47;1.88
109;14;26;62;[2, 3, 0, 3, 4, 1, 4, 6];7.32;16.47;1.89
110;16;25;61;[2, 3, 0, 3, 4, 1, 4, 6];7.68;16.47;2.0
111;14;27;60;[2, 3, 0, 3, 4, 1, 4, 6];7.83;17.36;1.33
112;16;27;60;[2, 3, 0, 3, 4, 1, 4, 6];7.72;17.36;1.33
113;13;28;62;[2, 3, 0, 3, 4, 1, 4, 6];8.0;17.37;1.28
114;16;26;61;[2, 3, 0, 3, 4, 1, 4, 6];8.33;17.37;1.28
115;17;26;62;[2, 3, 0, 3, 4, 1, 4, 6];8.0;17.37;1.32
116;17;25;62;[2, 3, 0, 3, 4, 1, 4, 6];9.29;17.21;1.41
117;13;25;62;[2, 3, 0, 3, 4, 1, 4, 6];9.22;17.21;1.44
118;15;25;64;[2, 3, 0, 3, 4, 1, 4, 6];10.06;17.12;1.47
119;15;24;63;[2, 3, 0, 3, 4, 1, 4, 6];10.94;17.14;1.38
120;12;27;62;[2, 3, 0, 3, 4, 1, 4, 6];10.0;17.14;1.41
121;16;27;60;[2, 3, 0, 3, 4, 1, 4, 6];10.29;17.14;1.41
122;13;27;63;[2, 3, 0, 3, 4, 1, 4, 6];9.74;17.14;1.47
123;16;28;60;[2, 3, 0, 3, 4, 1, 4, 6];9.58;17.14;1.47
124;16;29;57;[2, 3, 0, 3, 4, 1, 4, 6];9.0;17.14;1.5
125;15;29;60;[2, 3, 0, 3, 4, 1, 4, 6];7.91;17.14;1.57
126;19;29;57;[2, 3, 0, 3, 4, 1, 4, 6];7.46;17.14;1.58
127;18;29;56;[6, 3, 2, 4, 1, 6, 4, 3];7.29;17.03;1.58
128;17;28;58;[6, 3, 2, 4, 1, 6, 4, 3];8.29;17.12;1.48
129;15;28;60;[6, 3, 2, 4, 6, 6, 4, 7];8.62;17.2;1.57
130;16;25;61;[6, 3, 2, 4, 6, 6, 4, 7];9.33;17.16;1.67
131;18;24;60;[6, 3, 2, 4, 6, 6, 4, 7];8.7;17.16;1.7
132;19;23;59;[6, 3, 2, 4, 6, 6, 4, 7];8.78;17.08;1.74
133;17;24;62;[6, 3, 2, 4, 6, 6, 4, 7];8.87;17.88;1.39
134;18;27;58;[6, 3, 2, 4, 6, 6, 4, 7];7.68;17.88;1.44
135;17;23;61;[6, 3, 2, 4, 6, 6, 4, 7];8.24;17.81;1.52
136;18;20;65;[5, 3, 5, 3, 5, 1, 4, 0];8.19;17.7;1.58
137;20;19;63;[5, 3, 5, 3, 5, 1, 4, 0];7.93;17.7;1.61
138;20;20;63;[5, 5, 0, 2, 5, 1, 2, 7];7.59;17.57;1.62
139;18;21;63;[5, 5, 0, 2, 5, 1, 2, 7];7.41;17.53;1.62
140;21;21;59;[5, 5, 0, 2, 5, 1, 2, 7];6.9;17.53;1.63
141;18;22;61;[5, 6, 2, 4, 7, 3, 3, 7];7.03;17.75;1.69
142;17;24;61;[5, 6, 2, 4, 7, 3, 3, 7];7.07;18.15;1.69
143;21;26;57;[5, 6, 2, 4, 7, 3, 3, 7];7.0;18.14;1.71
144;19;27;55;[5, 6, 2, 4, 7, 3, 3, 7];6.55;18.03;1.76
145;19;27;55;[5, 6, 2, 4, 7, 3, 3, 7];6.73;17.95;1.8
146;17;27;58;[5, 6, 2, 4, 7, 3, 3, 7];6.59;17.91;1.78
147;20;25;56;[5, 6, 2, 4, 7, 3, 3, 7];6.97;18.0;1.71
148;17;23;62;[5, 6, 2, 4, 7, 3, 3, 7];6.94;18.05;1.77
149;18;24;59;[5, 6, 2, 4, 7, 3, 3, 7];6.94;18.05;1.78
150;17;23;64;[5, 6, 2, 4, 7, 3, 3, 7];6.88;17.93;1.81
151;22;21;59;[5, 6, 2, 4, 7, 3, 3, 7];6.88;17.92;1.88
152;19;20;64;[5, 6, 2, 4, 7, 3, 3, 7];6.85;17.92;1.88
153;22;19;60;[5, 6, 2, 4, 7, 3, 3, 7];6.56;17.92;1.88
154;21;19;62;[5, 6, 2, 4, 7, 3, 3, 7];6.32;17.92;1.88
155;21;20;62;[5, 6, 2, 4, 7, 3, 3, 7];6.03;17.82;1.91
156;22;17;64;[5, 6, 2, 4, 7, 3, 3, 7];6.18;17.74;1.97
157;18;16;67;[5, 6, 2, 4, 7, 3, 3, 7];6.62;17.56;1.97
158;21;15;67;[2, 0, 6, 4, 5, 7, 1, 1];7.39;17.6;2.03
159;21;18;62;[2, 0, 6, 4, 5, 7, 1, 1];7.23;17.57;2.0
160;20;19;63;[2, 0, 6, 4, 5, 7, 1, 1];7.17;17.53;2.03
161;21;22;60;[2, 0, 6, 4, 5, 7, 1, 1];6.35;17.53;2.03
162;19;21;64;[2, 0, 6, 4, 5, 7, 1, 1];6.47;17.66;1.8
163;19;20;62;[2, 0, 6, 4, 5, 7, 1, 1];6.76;17.79;1.66
164;23;21;58;[2, 0, 6, 4, 5, 7, 1, 1];6.59;17.74;1.72
165;23;22;57;[2, 0, 6, 4, 5, 7, 1, 1];6.23;17.74;1.73
166;22;18;64;[2, 0, 6, 4, 5, 7, 1, 1];6.67;17.69;1.8
167;22;21;61;[2, 0, 6, 4, 5, 7, 1, 1];6.0;17.83;1.81
168;17;18;67;[2, 0, 6, 4, 5, 7, 1, 1];7.14;17.77;1.93
169;18;18;66;[2, 0, 6, 4, 5, 7, 1, 1];6.77;17.71;1.97
170;17;19;67;[2, 0, 6, 4, 5, 7, 1, 1];7.03;17.73;1.9
171;16;21;64;[2, 0, 6, 4, 5, 7, 1, 1];7.52;17.58;1.85
172;20;20;62;[2, 0, 6, 4, 5, 7, 1, 1];7.77;17.5;1.85
173;18;21;64;[2, 0, 6, 4, 5, 7, 1, 1];7.37;17.5;1.85
174;20;20;61;[2, 0, 6, 4, 5, 7, 1, 1];7.59;17.5;1.85
175;20;22;60;[2, 0, 6, 4, 5, 7, 1, 1];6.72;17.5;1.86
176;21;19;63;[2, 0, 6, 4, 5, 7, 1, 1];7.21;17.47;1.86
177;17;17;68;[2, 0, 6, 4, 5, 7, 1, 1];7.43;17.39;1.87
178;21;20;62;[2, 0, 6, 4, 5, 7, 1, 1];6.8;17.39;1.87
179;18;19;66;[2, 0, 6, 4, 5, 7, 1, 1];6.93;17.3;1.9
180;21;20;60;[2, 0, 6, 4, 5, 7, 1, 1];6.67;17.27;1.93
181;20;17;65;[2, 0, 6, 4, 5, 7, 1, 1];7.21;17.22;1.96
182;19;20;63;[2, 0, 6, 4, 5, 7, 1, 1];7.19;17.12;2.07
183;17;22;64;[2, 0, 6, 4, 5, 7, 1, 1];7.67;17.01;2.17
184;16;21;66;[2, 0, 6, 4, 5, 7, 1, 1];8.27;17.02;2.18
185;15;23;65;[2, 0, 6, 4, 5, 7, 1, 1];8.23;17.1;2.23
186;17;22;62;[2, 0, 6, 4, 5, 7, 1, 1];8.36;17.1;2.23
187;17;24;62;[2, 0, 6, 4, 5, 7, 1, 1];8.09;17.06;2.32
188;19;25;59;[2, 0, 6, 4, 5, 7, 1, 1];8.14;17.0;2.38
189;13;26;63;[2, 0, 6, 4, 5, 7, 1, 1];8.5;17.03;2.4
190;17;26;60;[2, 0, 6, 4, 5, 7, 1, 1];8.65;17.07;2.3
191;18;25;61;[7, 0, 1, 5, 1, 7, 1, 6];9.26;17.04;2.37
192;15;26;60;[7, 0, 1, 5, 1, 7, 1, 6];9.78;17.11;2.39
193;16;28;56;[7, 0, 1, 5, 1, 7, 1, 6];10.81;17.08;2.5
194;13;27;62;[7, 0, 1, 5, 1, 7, 1, 6];11.25;17.08;2.5
195;15;27;61;[7, 0, 1, 5, 1, 7, 1, 6];11.5;17.08;2.5
196;11;28;62;[0, 3, 6, 1, 3, 2, 1, 4];11.06;17.07;2.47
197;14;30;57;[0, 3, 6, 1, 3, 2, 1, 4];11.69;17.04;2.63
198;14;30;59;[0, 3, 6, 1, 3, 2, 1, 4];11.88;17.04;2.63
199;14;30;56;[0, 3, 6, 1, 3, 2, 1, 4];11.41;17.04;2.59
200;17;31;56;[0, 3, 6, 1, 3, 2, 1, 4];11.24;17.04;2.59
201;16;31;56;[0, 3, 6, 1, 3, 2, 1, 4];11.24;17.04;2.59
202;14;32;57;[0, 3, 6, 1, 3, 2, 1, 4];11.47;17.01;2.71
203;13;33;57;[7, 0, 7, 4, 3, 0, 1, 5];10.68;17.01;2.63
204;16;32;57;[7, 0, 7, 4, 3, 0, 1, 5];10.35;17.01;2.6
205;18;29;56;[7, 0, 7, 4, 3, 0, 1, 5];10.75;17.01;2.6
206;17;29;56;[7, 0, 7, 4, 3, 0, 1, 5];10.33;17.01;2.57
207;15;29;60;[7, 0, 7, 4, 3, 0, 1, 5];9.82;17.01;2.55
208;16;29;56;[7, 0, 7, 4, 3, 0, 1, 5];10.52;16.95;2.76
209;19;26;58;[7, 0, 7, 4, 3, 0, 1, 5];11.35;16.92;2.8
210;15;25;63;[7, 0, 7, 4, 3, 0, 1, 5];10.86;16.92;2.76
211;16;25;60;[7, 0, 7, 4, 3, 0, 1, 5];9.74;16.92;2.7
212;18;26;56;[7, 0, 7, 4, 3, 0, 1, 5];9.48;16.9;2.7
213;18;25;58;[7, 0, 7, 4, 3, 0, 1, 5];9.17;16.9;2.67
214;18;23;62;[7, 0, 7, 4, 3, 0, 1, 5];9.29;16.9;2.67
215;18;22;63;[7, 0, 7, 4, 3, 0, 1, 5];9.46;16.9;2.71
216;18;24;60;[0, 3, 6, 1, 3, 2, 1, 4];8.27;16.9;2.65
217;16;22;66;[0, 3, 6, 1, 3, 2, 1, 4];7.86;16.9;2.59
218;15;20;67;[0, 3, 6, 1, 3, 2, 1, 4];8.75;16.84;2.68
219;16;23;63;[2, 4, 1, 1, 1, 5, 3, 6];7.68;16.94;2.61
220;19;19;64;[2, 4, 1, 1, 1, 5, 3, 6];8.45;17.0;2.66
221;19;20;64;[2, 4, 1, 1, 1, 5, 3, 6];8.1;17.16;2.52
222;19;21;62;[2, 4, 1, 1, 1, 5, 3, 6];7.6;17.12;2.53
223;17;19;66;[2, 4, 1, 1, 1, 5, 3, 6];7.83;17.2;2.47
224;22;22;59;[2, 4, 1, 1, 1, 5, 3, 6];7.33;17.28;2.4
225;22;19;62;[2, 4, 1, 1, 1, 5, 3, 6];7.23;17.23;2.39
226;23;19;60;[2, 2, 6, 5, 5, 3, 4, 1];7.03;17.23;2.38
227;23;20;59;[2, 2, 6, 5, 5, 3, 4, 1];6.71;17.23;2.42
228;22;20;63;[2, 2, 6, 5, 5, 3, 4, 1];6.48;17.15;2.48
229;19;21;63;[2, 2, 6, 5, 5, 3, 4, 1];6.72;17.28;2.52
230;17;24;63;[7, 2, 6, 7, 5, 2, 1, 2];6.5;17.12;2.57
231;16;25;62;[7, 2, 6, 7, 5, 2, 1, 2];6.13;17.08;2.53
232;21;23;60;[7, 2, 6, 7, 5, 2, 1, 2];6.16;17.05;2.52
233;15;24;64;[7, 2, 6, 7, 5, 2, 1, 2];5.97;17.02;2.5
234;26;21;57;[7, 2, 6, 7, 5, 2, 1, 2];6.39;16.97;2.65
235;19;23;62;[7, 2, 6, 7, 5, 2, 1, 2];6.3;16.93;2.73
236;21;20;61;[2, 3, 2, 5, 1, 6, 4, 4];6.26;16.93;2.71
237;22;20;59;[2, 3, 2, 5, 1, 6, 4, 4];6.03;16.88;2.71
238;17;19;66;[2, 3, 2, 5, 1, 6, 4, 4];6.09;16.93;2.63
239;20;22;59;[2, 3, 2, 5, 1, 6, 4, 4];5.69;16.92;2.66
240;21;22;59;[2, 3, 2, 5, 1, 6, 4, 4];5.47;16.87;2.66
241;22;22;58;[2, 3, 2, 5, 1, 6, 4, 4];5.97;16.79;2.83
242;20;21;62;[2, 3, 2, 5, 1, 6, 4, 4];5.87;16.76;2.84
243;18;22;63;[2, 3, 2, 5, 1, 6, 4, 4];6.24;16.77;2.93
244;21;22;58;[2, 3, 2, 5, 1, 6, 4, 4];6.24;16.73;2.93
245;18;21;63;[2, 3, 2, 5, 1, 6, 4, 4];6.75;16.67;3.11
246;21;17;64;[2, 3, 2, 5, 1, 6, 4, 4];6.9;16.65;3.1
247;23;21;58;[2, 3, 2, 5, 1, 6, 4, 4];6.13;16.65;3.07
248;20;19;63;[2, 3, 2, 5, 1, 6, 4, 4];6.27;16.64;3.0
249;25;18;58;[2, 3, 2, 5, 1, 6, 4, 4];6.1;16.64;3.0
250;21;19;62;[2, 3, 2, 5, 1, 6, 4, 4];6.07;16.65;3.0
251;22;20;59;[7, 5, 7, 4, 5, 1, 2, 3];5.72;16.65;3.0
252;19;21;62;[7, 5, 7, 4, 5, 1, 2, 3];5.96;16.6;3.14
253;21;19;62;[7, 5, 7, 4, 5, 1, 2, 3];6.04;16.6;3.14
254;21;17;63;[7, 5, 7, 4, 5, 1, 2, 3];6.65;16.61;3.42
255;16;18;68;[7, 5, 7, 4, 5, 1, 2, 3];5.83;16.64;3.28
256;22;18;62;[7, 5, 7, 4, 5, 1, 2, 3];5.79;16.62;3.36
257;17;19;65;[2, 1, 2, 5, 2, 1, 4, 1];6.4;17.22;2.08
258;17;17;68;[2, 1, 2, 5, 2, 1, 4, 1];7.3;17.28;2.26
259;15;20;65;[2, 1, 2, 5, 2, 1, 4, 1];7.32;17.25;2.18
260;17;21;65;[2, 1, 2, 5, 2, 1, 4, 1];7.86;17.2;2.29
261;15;21;67;[2, 1, 2, 5, 2, 1, 4, 1];7.73;17.2;2.27
262;17;21;65;[2, 1, 2, 5, 2, 1, 4, 1];7.25;17.2;2.25
263;20;21;62;[4, 2, 4, 1, 3, 2, 5, 7];6.85;17.2;2.22
264;21;20;63;[4, 2, 4, 1, 3, 2, 5, 7];6.96;17.2;2.3
265;16;20;66;[4, 2, 4, 1, 3, 2, 5, 7];7.19;17.14;2.3
266;19;19;64;[4, 2, 4, 1, 3, 2, 5, 7];7.18;17.14;2.29
267;20;21;62;[4, 2, 4, 1, 3, 2, 5, 7];6.89;17.12;2.36
268;21;22;59;[4, 2, 4, 1, 3, 2, 5, 7];6.23;17.12;2.33
269;17;23;62;[4, 2, 4, 1, 3, 2, 5, 7];5.97;17.09;2.39
270;20;23;59;[1, 3, 6, 3, 0, 2, 7, 2];6.03;17.09;2.33
271;17;24;59;[1, 3, 6, 3, 0, 2, 7, 2];6.2;17.04;2.43
272;22;25;56;[1, 3, 6, 3, 0, 2, 7, 2];5.21;17.04;2.38
273;21;23;59;[1, 3, 6, 3, 0, 2, 7, 2];5.24;17.04;2.41
274;21;24;55;[1, 3, 6, 3, 0, 2, 7, 2];5.57;17.01;2.4
275;20;23;59;[1, 3, 6, 3, 0, 2, 7, 2];5.48;17.05;2.26
276;22;25;56;[1, 3, 6, 3, 0, 2, 7, 2];5.03;17.05;2.26
277;20;22;59;[1, 3, 6, 3, 0, 2, 7, 2];5.45;17.01;2.29
278;23;22;56;[1, 3, 6, 3, 0, 2, 7, 2];5.57;16.99;2.37
279;21;23;57;[1, 3, 6, 3, 0, 2, 7, 2];5.48;16.96;2.45
280;22;27;55;[1, 3, 6, 3, 0, 2, 7, 2];5.04;16.93;2.46
281;19;24;57;[1, 3, 7, 6, 3, 2, 5, 5];5.73;16.89;2.54
282;19;25;58;[7, 3, 6, 2, 6, 6, 1, 2];5.88;16.86;2.62
283;22;25;56;[7, 3, 6, 2, 6, 6, 1, 2];6.0;16.86;2.62
284;20;23;58;[1, 3, 7, 6, 3, 2, 5, 5];6.38;16.83;2.65
285;21;23;58;[1, 3, 7, 6, 3, 2, 5, 5];6.83;16.79;2.75
286;18;23;62;[7, 3, 6, 2, 6, 6, 1, 2];6.44;16.79;2.72
287;19;24;58;[7, 3, 6, 2, 6, 6, 1, 2];5.96;16.79;2.69
288;21;21;61;[7, 3, 6, 2, 6, 6, 1, 2];6.46;16.83;2.73
289;17;20;64;[7, 3, 6, 2, 6, 6, 1, 2];6.03;16.85;2.72
290;20;21;61;[1, 3, 6, 3, 0, 2, 7, 2];5.87;16.86;2.63
291;21;22;59;[1, 3, 7, 6, 3, 2, 5, 5];6.11;16.8;2.71
292;18;24;60;[1, 3, 6, 3, 0, 2, 7, 2];6.64;16.7;3.0
293;21;24;57;[1, 3, 6, 3, 0, 2, 7, 2];6.07;16.7;2.93
294;17;26;58;[1, 3, 6, 3, 0, 2, 7, 2];5.39;16.7;2.89
295;21;28;54;[1, 3, 6, 3, 0, 2, 7, 2];5.3;16.66;2.96
296;22;25;57;[1, 3, 6, 3, 0, 2, 7, 2];5.8;16.86;2.36
297;20;26;56;[1, 3, 7, 6, 3, 2, 5, 5];5.5;16.86;2.35
298;20;25;58;[1, 3, 7, 6, 3, 2, 5, 5];6.64;16.87;2.36
299;17;26;58;[1, 3, 7, 6, 3, 2, 5, 5];7.24;16.86;2.48
300;18;28;55;[1, 3, 7, 6, 3, 2, 5, 5];7.24;16.86;2.48
301;19;30;52;[1, 3, 7, 6, 3, 2, 5, 5];6.35;16.86;2.43
302;16;29;57;[1, 3, 7, 6, 3, 2, 5, 5];6.91;16.95;2.22
303;18;30;52;[1, 3, 7, 6, 3, 2, 5, 5];7.18;16.98;2.23
304;19;29;56;[1, 3, 7, 6, 3, 2, 5, 5];7.14;16.98;2.23
305;15;30;58;[1, 3, 7, 6, 3, 2, 5, 5];6.74;16.98;2.22
306;16;30;58;[1, 3, 7, 6, 3, 2, 5, 5];7.18;16.97;2.32
307;15;32;56;[1, 3, 7, 6, 3, 2, 5, 5];6.91;16.97;2.3
308;19;31;55;[1, 3, 7, 6, 3, 2, 5, 5];6.75;16.97;2.29
309;20;32;52;[1, 3, 7, 6, 3, 2, 5, 5];6.36;16.97;2.28
310;17;31;54;[0, 3, 6, 5, 3, 0, 5, 3];6.15;16.95;2.33
311;20;27;57;[0, 3, 6, 5, 3, 0, 5, 3];6.56;16.95;2.37
312;20;26;56;[0, 3, 6, 5, 3, 0, 5, 3];6.41;16.93;2.44
313;19;23;60;[0, 3, 6, 5, 3, 0, 5, 3];7.04;16.89;2.58
314;20;22;60;[0, 3, 6, 5, 3, 0, 5, 3];7.44;16.95;2.52
315;21;24;56;[0, 3, 6, 5, 3, 0, 5, 3];6.77;16.95;2.5
