Day;AnimalsCount;GrassCount;EmptyFields;MostPopularGene;AverageEnergy;AverageLifespan;AverageChildrenCount
316;18;29;57;[5, 2, 2, 0, 6, 7, 0, 6];9.29;18.84;2.5
317;16;30;56;[5, 2, 2, 0, 6, 7, 0, 6];8.69;18.84;2.46
318;17;30;56;[5, 2, 2, 0, 6, 7, 0, 6];8.37;18.84;2.52
319;16;33;54;[5, 2, 2, 0, 6, 7, 0, 6];7.89;18.81;2.52
320;19;28;57;[5, 2, 2, 0, 6, 7, 0, 6];7.86;18.81;2.48
321;20;25;58;[5, 2, 2, 0, 6, 7, 0, 6];7.68;18.81;2.45
322;25;24;55;[5, 2, 2, 0, 6, 7, 0, 6];7.09;18.76;2.45
323;21;22;58;[5, 2, 2, 0, 6, 7, 0, 6];7.15;18.76;2.48
324;21;24;57;[5, 2, 2, 0, 6, 7, 0, 6];7.0;18.69;2.48
325;25;23;54;[5, 2, 2, 0, 6, 7, 0, 6];7.0;18.69;2.47
326;25;20;57;[5, 2, 2, 0, 6, 7, 0, 6];6.94;18.68;2.53
327;25;19;59;[5, 2, 2, 0, 6, 7, 0, 6];7.03;18.6;2.61
328;23;19;60;[5, 2, 2, 0, 6, 7, 0, 6];8.32;18.86;2.39
329;24;20;59;[5, 2, 2, 0, 6, 7, 0, 6];7.69;18.86;2.38
330;21;22;58;[5, 2, 2, 0, 6, 7, 0, 6];7.64;18.88;2.46
331;22;24;56;[5, 2, 2, 0, 6, 7, 0, 6];7.85;18.86;2.46
332;21;24;58;[5, 2, 2, 0, 6, 7, 0, 6];8.25;18.99;2.5
333;19;25;59;[5, 2, 2, 0, 6, 7, 0, 6];9.14;18.9;2.67
334;17;26;59;[5, 2, 2, 0, 6, 7, 0, 6];9.89;18.84;2.74
335;15;27;61;[5, 2, 2, 0, 6, 7, 0, 6];10.33;18.77;2.94
336;15;29;59;[5, 2, 2, 0, 6, 7, 0, 6];9.53;18.77;2.89
337;12;33;56;[5, 2, 2, 0, 6, 7, 0, 6];8.65;18.85;2.9
338;16;35;52;[5, 2, 2, 0, 6, 7, 0, 6];7.73;18.85;2.82
339;14;36;54;[5, 2, 2, 0, 6, 7, 0, 6];8.14;18.87;2.86
340;15;35;53;[5, 2, 2, 0, 6, 7, 0, 6];8.0;18.87;2.82
341;17;35;53;[5, 2, 2, 0, 6, 7, 0, 6];7.86;18.84;2.91
342;16;34;53;[5, 2, 2, 0, 6, 7, 0, 6];7.57;18.84;2.87
343;16;37;50;[5, 2, 2, 0, 6, 7, 0, 6];7.5;18.8;2.95
344;15;36;51;[5, 2, 2, 0, 6, 7, 0, 6];7.3;18.8;2.91
345;15;37;51;[5, 2, 2, 0, 6, 7, 0, 6];7.81;18.77;3.05
346;14;37;51;[5, 2, 2, 0, 6, 7, 0, 6];7.55;18.75;3.05
347;17;37;51;[5, 2, 2, 0, 6, 7, 0, 6];7.39;18.75;3.0
348;19;34;52;[5, 2, 2, 0, 6, 7, 0, 6];7.78;18.75;3.0
349;16;33;53;[5, 2, 2, 0, 6, 7, 0, 6];7.75;18.72;3.0
350;19;31;53;[5, 2, 2, 0, 6, 7, 0, 6];8.39;18.72;3.0
351;19;32;52;[5, 2, 2, 0, 6, 7, 0, 6];8.22;18.72;2.87
352;18;32;53;[5, 2, 2, 0, 6, 7, 0, 6];8.13;18.7;2.96
353;17;33;53;[5, 2, 2, 0, 6, 7, 0, 6];9.25;18.68;3.15
354;16;34;52;[5, 2, 2, 0, 6, 7, 0, 6];10.33;18.73;3.17
355;15;32;56;[5, 2, 2, 0, 6, 7, 0, 6];11.0;18.83;2.94
356;15;32;55;[5, 2, 2, 0, 6, 7, 0, 6];11.06;18.83;2.94
357;16;32;56;[5, 2, 2, 0, 6, 7, 0, 6];10.53;18.83;2.89
358;14;33;56;[5, 2, 2, 0, 6, 7, 0, 6];10.1;18.8;2.9
359;14;34;55;[5, 2, 2, 0, 6, 7, 0, 6];10.15;18.78;3.05
360;14;32;58;[5, 2, 2, 0, 6, 7, 0, 6];10.38;18.75;3.05
361;18;30;56;[5, 2, 2, 0, 6, 7, 0, 6];11.2;18.72;3.15
362;16;27;58;[5, 2, 2, 0, 6, 7, 0, 6];11.65;18.72;3.15
363;17;27;58;[5, 2, 2, 0, 6, 7, 0, 6];11.8;18.75;3.2
364;17;28;58;[5, 2, 2, 0, 6, 7, 0, 6];12.26;18.74;3.37
365;13;30;60;[5, 2, 2, 0, 6, 7, 0, 6];11.4;18.73;3.25
366;15;32;56;[5, 2, 2, 0, 6, 7, 0, 6];10.76;18.73;3.19
367;15;31;58;[5, 2, 2, 0, 6, 7, 0, 6];9.63;18.73;3.04
368;16;33;53;[5, 2, 2, 0, 6, 7, 0, 6];8.92;18.7;3.0
369;20;32;52;[5, 2, 2, 0, 6, 7, 0, 6];8.5;18.7;2.93
370;25;30;50;[5, 2, 2, 0, 6, 7, 0, 6];8.93;18.69;2.96
371;21;26;57;[5, 2, 2, 0, 6, 7, 0, 6];8.69;18.69;2.9
372;20;27;56;[5, 2, 2, 0, 6, 7, 0, 6];8.48;18.62;2.93
373;23;24;57;[5, 2, 2, 0, 6, 7, 0, 6];8.89;18.6;2.96
374;18;25;60;[5, 2, 2, 0, 6, 7, 0, 6];8.93;18.6;3.07
375;20;24;58;[5, 2, 2, 0, 6, 7, 0, 6];9.04;18.6;3.07
376;20;23;59;[5, 2, 2, 0, 6, 7, 0, 6];9.04;18.56;3.11
377;20;24;59;[5, 2, 2, 0, 6, 7, 0, 6];8.64;18.56;3.07
378;19;25;58;[5, 2, 2, 0, 6, 7, 0, 6];8.7;18.49;3.07
379;21;24;57;[5, 2, 2, 0, 6, 7, 0, 6];9.48;18.47;3.16
380;18;25;59;[5, 2, 2, 0, 6, 7, 0, 6];9.2;18.47;3.16
381;20;25;58;[5, 2, 2, 0, 6, 7, 0, 6];9.08;18.44;3.12
382;18;23;63;[5, 2, 2, 0, 6, 7, 0, 6];9.2;18.41;3.16
383;19;23;59;[5, 2, 2, 0, 6, 7, 0, 6];9.5;18.38;3.25
384;17;23;62;[5, 2, 2, 0, 6, 7, 0, 6];10.04;18.36;3.39
385;16;25;61;[5, 2, 2, 0, 6, 7, 0, 6];9.71;18.36;3.46
386;20;24;58;[5, 2, 2, 0, 6, 7, 0, 6];9.79;18.36;3.46
387;18;25;59;[5, 2, 2, 0, 6, 7, 0, 6];9.88;18.33;3.5
388;19;24;60;[5, 2, 2, 0, 6, 7, 0, 6];9.19;18.33;3.38
389;19;21;61;[5, 2, 2, 0, 6, 7, 0, 6];9.85;18.29;3.42
390;21;20;61;[5, 2, 2, 0, 6, 7, 0, 6];9.25;18.29;3.32
391;24;22;56;[5, 2, 2, 0, 6, 7, 0, 6];8.82;18.31;3.25
392;21;21;60;[5, 2, 2, 0, 6, 7, 0, 6];8.2;18.31;3.17
393;25;22;53;[5, 2, 2, 0, 6, 7, 0, 6];8.21;18.32;3.24
394;19;25;58;[5, 2, 2, 0, 6, 7, 0, 6];8.15;18.31;3.19
395;19;24;59;[5, 2, 2, 0, 6, 7, 0, 6];8.64;18.29;3.36
396;19;24;60;[5, 2, 2, 0, 6, 7, 0, 6];8.96;18.28;3.46
397;20;24;59;[5, 2, 2, 0, 6, 7, 0, 6];8.96;18.31;3.54
398;21;23;59;[5, 2, 2, 0, 6, 7, 0, 6];9.61;18.27;3.7
399;17;26;59;[5, 2, 2, 0, 6, 7, 0, 6];8.96;18.27;3.63
400;23;28;53;[5, 2, 2, 0, 6, 7, 0, 6];8.63;18.27;3.63
401;19;28;56;[2, 2, 2, 0, 7, 3, 0, 6];8.58;18.25;3.58
402;18;25;60;[6, 4, 4, 5, 1, 4, 7, 2];9.17;18.51;2.96
403;20;22;60;[6, 4, 4, 5, 1, 4, 7, 2];9.16;18.51;2.92
404;18;22;63;[6, 4, 4, 5, 1, 4, 7, 2];8.65;18.51;2.88
405;21;20;62;[6, 4, 4, 5, 1, 4, 7, 2];8.67;18.51;2.93
406;20;21;59;[6, 4, 4, 5, 1, 4, 7, 2];8.39;18.51;2.89
407;20;21;63;[6, 4, 4, 5, 1, 4, 7, 2];9.4;18.49;3.0
408;16;21;64;[6, 4, 4, 5, 1, 4, 7, 2];9.31;18.46;2.96
409;19;20;64;[6, 4, 4, 5, 1, 4, 7, 2];8.79;18.46;2.89
410;21;19;61;[6, 4, 4, 5, 1, 4, 7, 2];8.62;18.46;2.9
411;20;18;64;[6, 4, 4, 5, 1, 4, 7, 2];9.21;18.46;3.0
412;21;19;62;[6, 4, 4, 5, 1, 4, 7, 2];9.22;18.45;3.04
413;16;19;66;[6, 4, 4, 5, 1, 4, 7, 2];8.79;18.45;3.07
414;22;18;61;[6, 4, 4, 5, 1, 4, 7, 2];8.41;18.45;3.03
415;17;19;66;[6, 4, 4, 5, 1, 4, 7, 2];8.41;18.44;3.1
416;18;18;66;[6, 4, 4, 5, 1, 4, 7, 2];8.48;18.41;3.14
417;16;21;64;[5, 0, 1, 4, 7, 4, 4, 2];7.9;18.37;3.21
418;16;23;62;[5, 0, 1, 4, 7, 4, 4, 2];7.23;18.34;3.23
419;17;23;63;[5, 0, 1, 4, 7, 4, 4, 2];6.85;18.43;3.09
420;20;20;63;[5, 0, 1, 4, 7, 4, 4, 2];7.63;18.38;3.23
421;19;21;63;[5, 0, 1, 4, 7, 4, 4, 2];7.57;18.35;3.27
422;18;21;64;[5, 0, 1, 4, 7, 4, 4, 2];6.8;18.35;3.09
423;23;23;57;[5, 0, 7, 7, 1, 2, 5, 2];6.25;18.32;3.08
424;20;24;59;[5, 0, 7, 7, 1, 2, 5, 2];5.97;18.27;3.11
425;24;24;55;[5, 0, 7, 7, 1, 2, 5, 2];6.11;18.23;3.14
426;22;25;56;[5, 0, 7, 7, 1, 2, 5, 2];6.0;18.22;3.17
427;22;23;56;[5, 0, 7, 7, 1, 2, 5, 2];6.11;18.19;3.14
428;25;22;55;[5, 0, 7, 7, 1, 2, 5, 2];6.33;18.1;3.11
429;20;24;58;[5, 0, 7, 7, 1, 2, 5, 2];5.76;18.15;3.0
430;24;23;56;[5, 0, 7, 7, 1, 2, 5, 2];5.53;18.15;2.95
431;24;23;55;[5, 0, 7, 7, 1, 2, 5, 2];5.17;18.13;2.93
432;23;22;58;[2, 5, 5, 6, 3, 4, 5, 4];5.32;18.11;3.02
433;23;23;56;[2, 5, 5, 6, 3, 4, 5, 4];4.88;18.1;2.95
