Day;AnimalsCount;GrassCount;EmptyFields;MostPopularGene;AverageEnergy;AverageLifespan;AverageChildrenCount
52;14;40;49;[6, 4, 7, 7, 5, 7, 7, 1];15.07;12.14;1.53
53;14;37;52;[6, 4, 7, 7, 5, 7, 7, 1];16.86;13.17;1.21
54;12;39;51;[6, 4, 7, 7, 5, 7, 7, 1];15.53;13.17;1.27
55;12;39;52;[6, 4, 7, 7, 5, 7, 7, 1];13.71;13.17;1.35
56;15;37;52;[6, 4, 7, 7, 5, 7, 7, 1];12.68;13.17;1.42
57;14;37;53;[6, 4, 7, 7, 5, 7, 7, 1];11.86;13.17;1.48
58;19;35;50;[6, 4, 7, 7, 5, 7, 7, 1];12.24;13.0;1.52
59;17;34;52;[6, 4, 7, 7, 5, 7, 7, 1];11.26;13.0;1.57
60;18;32;52;[6, 4, 7, 7, 5, 7, 7, 1];11.52;13.16;1.43
61;18;33;52;[6, 4, 7, 7, 5, 7, 7, 1];10.75;13.16;1.46
62;19;30;54;[6, 4, 7, 7, 5, 7, 7, 1];10.96;13.18;1.5
63;17;29;56;[7, 6, 5, 7, 7, 6, 5, 7];10.96;13.18;1.52
64;19;29;54;[7, 6, 5, 7, 7, 6, 5, 7];10.69;13.18;1.54
65;21;28;54;[7, 6, 5, 7, 7, 6, 5, 7];10.26;13.18;1.56
66;18;25;60;[7, 6, 5, 7, 7, 6, 5, 7];10.0;13.03;1.62
67;23;25;54;[7, 6, 5, 7, 7, 6, 5, 7];9.22;13.03;1.66
68;22;21;60;[7, 6, 5, 7, 7, 6, 5, 7];9.5;13.31;1.75
69;25;21;56;[7, 6, 5, 7, 7, 6, 5, 7];8.88;13.31;1.76
70;23;20;60;[7, 6, 5, 7, 7, 6, 5, 7];9.32;13.53;1.77
71;23;21;59;[7, 6, 5, 7, 7, 6, 5, 7];8.59;13.53;1.78
72;25;21;57;[7, 6, 5, 7, 7, 6, 5, 7];7.68;13.53;1.79
73;23;20;59;[7, 6, 5, 7, 7, 6, 5, 7];7.81;13.59;1.84
74;22;21;59;[7, 6, 5, 7, 7, 6, 5, 7];8.24;14.93;1.48
75;22;22;59;[7, 6, 5, 7, 7, 6, 5, 7];9.04;14.85;1.58
76;20;22;61;[7, 6, 5, 7, 7, 6, 5, 7];9.0;15.47;1.46
77;17;24;62;[2, 2, 4, 4, 5, 3, 0, 1];8.59;15.42;1.44
78;21;25;57;[2, 2, 4, 4, 5, 3, 0, 1];8.33;15.42;1.44
79;18;23;59;[2, 2, 4, 4, 5, 3, 0, 1];8.77;15.19;1.5
80;21;24;58;[2, 2, 4, 4, 5, 3, 0, 1];7.93;15.19;1.54
81;21;22;60;[6, 4, 7, 7, 5, 7, 7, 1];8.22;15.28;1.56
82;17;24;60;[2, 2, 4, 4, 5, 3, 0, 1];8.48;15.18;1.6
83;21;22;60;[6, 4, 7, 7, 5, 7, 7, 1];8.36;15.18;1.6
84;17;25;59;[6, 4, 7, 7, 5, 7, 7, 1];8.13;16.32;1.46
85;21;23;58;[6, 4, 7, 7, 5, 7, 7, 1];8.86;16.11;1.59
86;19;24;59;[6, 4, 7, 7, 5, 7, 7, 1];9.35;16.0;1.65
87;16;24;62;[6, 4, 7, 7, 5, 7, 7, 1];9.24;15.83;1.71
88;14;26;63;[6, 4, 7, 7, 5, 7, 7, 1];9.33;15.67;1.76
89;16;25;61;[6, 4, 7, 7, 5, 7, 7, 1];9.09;15.67;1.77
90;18;24;59;[6, 4, 7, 7, 5, 7, 7, 1];8.83;15.67;1.78
91;18;23;61;[6, 4, 7, 7, 5, 7, 7, 1];8.83;16.04;1.7
92;19;24;57;[6, 4, 7, 7, 5, 7, 7, 1];8.17;16.04;1.71
93;23;25;53;[6, 4, 7, 7, 5, 7, 7, 1];7.83;16.04;1.71
94;19;23;59;[6, 4, 7, 7, 5, 7, 7, 1];7.56;16.01;1.76
95;20;24;58;[6, 4, 7, 7, 5, 7, 7, 1];7.83;15.93;1.91
96;15;25;62;[6, 4, 7, 7, 5, 7, 7, 1];8.43;16.51;1.76
97;17;27;60;[6, 4, 7, 7, 5, 7, 7, 1];8.33;16.51;1.76
98;17;26;60;[6, 4, 7, 7, 5, 7, 7, 1];9.26;16.68;1.58
99;17;28;56;[6, 4, 7, 7, 5, 7, 7, 1];8.84;16.68;1.58
100;17;31;54;[6, 4, 7, 7, 5, 7, 7, 1];9.41;16.63;1.59
101;16;34;53;[6, 4, 7, 7, 5, 7, 7, 1];8.44;16.63;1.61
102;13;32;59;[6, 4, 7, 7, 5, 7, 7, 1];9.81;16.63;1.75
103;13;33;57;[6, 4, 7, 7, 5, 7, 7, 1];10.4;16.67;1.6
104;13;33;56;[6, 4, 7, 7, 5, 7, 7, 1];11.29;16.62;1.71
105;12;35;56;[6, 4, 7, 7, 5, 7, 7, 1];10.47;16.62;1.73
106;11;34;58;[6, 4, 7, 7, 5, 7, 7, 1];10.93;16.62;1.73
107;13;37;52;[6, 4, 7, 7, 5, 7, 7, 1];10.4;16.62;1.73
108;13;37;53;[6, 4, 7, 7, 5, 7, 7, 1];10.6;16.62;1.73
109;14;37;52;[6, 4, 7, 7, 5, 7, 7, 1];10.87;16.62;1.73
110;13;39;51;[6, 4, 7, 7, 5, 7, 7, 1];10.53;16.62;1.73
111;14;40;51;[6, 4, 7, 7, 5, 7, 7, 1];11.21;16.61;1.86
112;13;40;50;[6, 4, 7, 7, 5, 7, 7, 1];10.87;16.61;1.87
113;14;38;53;[6, 4, 7, 7, 5, 7, 7, 1];11.4;16.61;1.87
114;12;36;54;[6, 4, 7, 7, 5, 7, 7, 1];11.25;16.61;1.88
115;14;34;55;[6, 4, 7, 7, 5, 7, 7, 1];11.81;16.61;1.88
116;13;33;56;[6, 4, 7, 7, 5, 7, 7, 1];11.53;16.61;1.88
117;16;33;54;[6, 4, 7, 7, 5, 7, 7, 1];11.88;16.61;1.88
118;13;33;57;[6, 4, 7, 7, 5, 7, 7, 1];11.56;16.61;1.89
119;15;33;56;[6, 4, 7, 7, 5, 7, 7, 1];10.95;16.61;1.89
120;15;34;55;[6, 4, 7, 7, 5, 7, 7, 1];10.3;16.57;2.0
121;14;30;60;[6, 4, 7, 7, 5, 7, 7, 1];10.23;16.49;2.09
122;14;29;60;[6, 4, 7, 7, 5, 7, 7, 1];9.63;16.49;2.08
123;20;27;56;[6, 4, 7, 7, 5, 7, 7, 1];9.79;16.86;1.96
124;16;27;60;[6, 4, 7, 7, 5, 7, 7, 1];9.71;17.03;2.04
125;18;30;53;[7, 4, 7, 7, 0, 7, 7, 1];8.58;17.03;2.04
126;19;27;55;[7, 4, 7, 7, 0, 7, 7, 1];8.41;17.03;2.04
127;21;26;56;[7, 4, 7, 7, 0, 7, 7, 1];7.86;16.9;2.07
128;22;24;58;[6, 4, 7, 7, 5, 7, 7, 1];8.52;16.74;2.15
129;19;23;60;[5, 3, 4, 3, 5, 1, 5, 5];9.4;16.81;2.16
130;15;22;65;[5, 3, 4, 3, 5, 1, 5, 5];8.28;16.81;2.14
131;22;20;61;[7, 1, 7, 4, 5, 7, 1, 2];7.66;16.81;2.13
132;19;19;65;[7, 1, 7, 4, 5, 7, 1, 2];7.03;16.81;2.12
133;23;18;63;[7, 1, 7, 4, 5, 7, 1, 2];7.5;16.51;2.22
134;19;19;64;[7, 1, 7, 4, 5, 7, 1, 2];7.29;16.42;2.19
135;19;18;65;[7, 7, 6, 3, 6, 7, 4, 5];7.19;16.31;2.19
136;19;19;64;[7, 7, 6, 3, 6, 7, 4, 5];6.29;16.31;2.18
137;22;19;61;[7, 7, 6, 3, 6, 7, 4, 5];6.42;17.46;1.97
138;22;17;63;[7, 7, 6, 3, 6, 7, 4, 5];6.06;17.46;1.97
139;24;17;60;[2, 7, 0, 4, 3, 4, 1, 5];6.59;17.77;1.75
140;19;21;62;[2, 7, 0, 4, 3, 4, 1, 5];5.91;17.83;1.75
141;23;17;64;[2, 7, 0, 4, 3, 4, 1, 5];6.93;17.89;1.72
142;21;16;66;[7, 1, 7, 4, 5, 7, 1, 2];7.04;17.83;1.64
143;18;18;65;[7, 1, 7, 4, 5, 7, 1, 2];6.86;17.72;1.68
144;21;21;58;[7, 1, 7, 4, 5, 7, 1, 2];6.14;17.62;1.59
145;24;18;62;[7, 1, 7, 4, 5, 7, 1, 2];6.36;17.58;1.61
146;21;19;63;[7, 1, 7, 4, 5, 7, 1, 2];6.3;17.55;1.63
147;19;21;62;[1, 4, 0, 5, 5, 7, 7, 3];5.75;17.55;1.64
148;22;23;59;[1, 4, 0, 5, 5, 7, 7, 3];6.21;17.35;1.71
149;16;22;65;[1, 4, 0, 5, 5, 7, 7, 3];6.78;18.36;0.96
150;15;20;66;[6, 0, 5, 0, 5, 1, 0, 4];7.09;18.41;1.04
151;17;22;62;[6, 0, 5, 0, 5, 1, 0, 4];7.32;18.38;1.14
152;16;22;64;[6, 0, 5, 0, 5, 1, 0, 4];6.92;18.38;1.21
153;19;21;62;[6, 0, 5, 0, 5, 1, 0, 4];6.76;18.35;1.28
154;19;21;61;[6, 0, 5, 0, 5, 1, 0, 4];7.0;18.28;1.33
155;18;20;64;[6, 0, 5, 0, 5, 1, 0, 4];6.76;18.27;1.32
156;22;19;61;[7, 5, 4, 2, 5, 1, 1, 6];6.76;18.24;1.32
157;21;20;61;[7, 5, 4, 2, 5, 1, 1, 6];5.89;18.24;1.37
158;21;20;62;[7, 5, 4, 2, 5, 1, 1, 6];5.64;18.23;1.36
159;22;24;56;[7, 5, 4, 2, 5, 1, 1, 6];5.0;18.19;1.43
160;18;20;65;[6, 0, 5, 0, 5, 1, 0, 4];5.62;18.07;1.42
161;20;20;61;[6, 0, 5, 0, 5, 1, 0, 4];5.79;17.81;1.5
162;17;20;64;[6, 0, 5, 0, 5, 1, 0, 4];6.23;18.06;1.5
163;17;22;64;[6, 0, 5, 0, 5, 1, 0, 4];6.38;17.99;1.52
164;13;20;68;[7, 5, 4, 2, 5, 1, 1, 6];7.45;18.05;1.5
165;13;22;68;[7, 5, 4, 2, 5, 1, 1, 6];7.3;18.06;1.55
166;15;22;66;[5, 6, 0, 3, 6, 0, 6, 2];7.1;18.06;1.57
167;10;21;70;[5, 6, 0, 3, 6, 0, 6, 2];7.86;17.88;1.71
168;14;19;68;[5, 6, 0, 3, 6, 0, 6, 2];8.8;18.25;1.45
169;16;19;67;[5, 6, 0, 3, 6, 0, 6, 2];8.24;18.25;1.48
170;17;20;65;[5, 6, 0, 3, 6, 0, 6, 2];8.65;18.12;1.55
171;16;21;65;[5, 6, 0, 3, 6, 0, 6, 2];8.5;18.12;1.55
172;17;22;62;[5, 6, 0, 3, 6, 0, 6, 2];7.95;18.12;1.57
173;15;22;67;[7, 3, 3, 7, 2, 1, 4, 6];7.35;18.13;1.52
174;20;23;60;[7, 3, 3, 7, 2, 1, 4, 6];7.13;18.12;1.48
175;18;22;63;[7, 3, 3, 7, 2, 1, 4, 6];7.17;18.06;1.43
176;18;24;60;[7, 3, 3, 7, 2, 1, 4, 6];6.96;18.05;1.52
177;16;26;61;[1, 6, 2, 6, 6, 7, 6, 7];6.0;18.05;1.56
178;19;28;55;[1, 6, 2, 6, 6, 7, 6, 7];5.48;18.0;1.64
179;20;29;54;[1, 6, 2, 6, 6, 7, 6, 7];5.42;18.01;1.71
180;18;26;59;[1, 6, 2, 6, 6, 7, 6, 7];5.38;18.01;1.73
181;18;25;59;[1, 6, 2, 6, 6, 7, 6, 7];5.92;17.89;1.84
182;21;23;59;[1, 6, 2, 6, 6, 7, 6, 7];6.42;17.83;1.88
183;17;23;64;[1, 6, 2, 6, 6, 7, 6, 7];6.46;17.97;1.83
184;17;24;60;[1, 6, 2, 6, 7, 4, 1, 7];6.43;17.91;1.87
185;17;21;65;[1, 6, 2, 6, 7, 4, 1, 7];7.57;17.9;1.76
186;14;23;66;[1, 6, 2, 6, 7, 4, 1, 7];8.37;17.78;1.74
187;16;20;68;[1, 6, 2, 6, 7, 4, 1, 7];8.5;17.78;1.75
188;17;24;62;[1, 6, 2, 6, 7, 4, 1, 7];7.76;17.78;1.76
189;18;24;62;[1, 6, 2, 6, 7, 4, 1, 7];8.35;17.81;1.65
190;16;25;60;[1, 6, 2, 6, 7, 4, 1, 7];7.81;17.81;1.67
191;13;25;65;[1, 6, 2, 6, 7, 4, 1, 7];8.25;17.86;1.7
192;15;28;57;[1, 6, 2, 6, 7, 4, 1, 7];7.86;17.84;1.76
193;15;26;63;[1, 6, 2, 6, 7, 4, 1, 7];7.57;17.84;1.78
194;14;27;60;[1, 6, 2, 6, 7, 4, 1, 7];7.0;17.76;1.8
195;15;27;61;[1, 6, 2, 6, 7, 4, 1, 7];7.25;17.6;1.88
196;12;28;61;[5, 7, 1, 7, 2, 6, 2, 2];6.85;17.54;1.92
197;18;28;56;[5, 7, 1, 7, 2, 6, 2, 2];6.62;17.51;1.85
198;16;26;60;[5, 7, 1, 7, 2, 6, 2, 2];6.56;17.49;1.85
199;20;25;59;[5, 7, 1, 7, 2, 6, 2, 2];6.77;17.44;1.77
200;16;24;62;[5, 7, 1, 7, 2, 6, 2, 2];6.68;17.39;1.82
201;20;23;60;[5, 7, 1, 7, 2, 6, 2, 2];6.17;17.39;1.83
202;22;23;56;[5, 7, 1, 7, 2, 6, 2, 2];5.71;17.39;1.84
203;20;22;60;[5, 7, 1, 7, 2, 6, 2, 2];6.31;17.44;1.76
204;19;23;60;[5, 7, 1, 7, 2, 6, 2, 2];6.07;17.33;1.79
205;19;24;60;[7, 5, 4, 7, 3, 0, 0, 4];6.15;17.24;1.85
206;14;25;63;[7, 5, 4, 7, 3, 0, 0, 4];7.29;17.15;2.05
207;15;26;62;[7, 5, 4, 7, 3, 0, 0, 4];7.7;17.09;2.05
208;13;27;62;[7, 5, 4, 7, 3, 0, 0, 4];8.32;16.98;2.11
209;16;27;60;[7, 5, 4, 7, 3, 0, 0, 4];8.1;16.98;2.1
210;14;28;60;[7, 5, 4, 7, 3, 0, 0, 4];8.0;16.98;2.1
211;16;30;56;[7, 5, 4, 7, 3, 0, 0, 4];7.7;16.96;2.15
212;16;32;56;[6, 3, 0, 6, 6, 1, 1, 1];7.1;16.96;2.14
213;17;31;55;[6, 3, 0, 6, 6, 1, 1, 1];7.14;16.94;2.1
214;15;31;57;[6, 3, 0, 6, 6, 1, 1, 1];7.6;17.56;1.45
215;18;28;59;[4, 3, 1, 6, 6, 3, 1, 3];7.57;17.56;1.48
216;16;22;64;[4, 2, 0, 6, 0, 3, 1, 4];8.05;17.56;1.5
217;18;23;60;[4, 2, 0, 6, 0, 3, 1, 4];7.48;17.56;1.52
218;19;23;62;[4, 2, 0, 6, 0, 3, 1, 4];7.55;17.51;1.55
219;19;22;62;[4, 2, 0, 6, 0, 3, 1, 4];7.41;17.51;1.55
220;19;21;64;[4, 2, 0, 6, 0, 3, 1, 4];7.76;17.44;1.52
221;15;22;65;[6, 3, 0, 6, 6, 1, 1, 1];6.96;17.44;1.57
222;16;25;62;[6, 3, 0, 6, 6, 1, 1, 1];7.45;17.35;1.65
223;14;25;62;[6, 3, 0, 6, 6, 1, 1, 1];7.3;17.35;1.65
224;15;25;62;[6, 3, 0, 6, 6, 1, 1, 1];7.53;17.34;1.74
225;14;24;66;[6, 3, 0, 6, 6, 1, 1, 1];8.28;17.29;1.89
226;14;24;63;[6, 3, 0, 6, 6, 1, 1, 1];8.82;17.3;2.06
227;13;26;62;[6, 3, 0, 6, 6, 1, 1, 1];8.76;17.31;2.18
228;14;26;64;[6, 3, 0, 6, 6, 1, 1, 1];8.61;17.31;2.17
229;10;28;64;[3, 1, 4, 7, 0, 5, 4, 4];7.24;17.31;2.14
230;14;27;63;[3, 1, 4, 7, 0, 5, 4, 4];7.36;17.23;2.27
231;15;26;63;[3, 1, 4, 7, 0, 5, 4, 4];6.88;17.23;2.25
232;14;27;61;[3, 1, 4, 7, 0, 5, 4, 4];7.35;17.34;2.17
233;14;25;64;[3, 1, 4, 7, 0, 5, 4, 4];7.17;17.34;2.17
234;15;24;64;[6, 3, 0, 6, 6, 1, 1, 1];6.81;17.34;2.15
235;17;25;62;[3, 1, 4, 7, 0, 5, 4, 4];6.76;17.29;2.2
236;16;20;65;[6, 3, 0, 6, 6, 1, 1, 1];7.76;17.43;2.12
237;15;21;67;[0, 1, 5, 7, 3, 0, 7, 2];7.58;17.43;2.12
238;16;20;66;[0, 1, 5, 7, 3, 0, 7, 2];8.0;17.5;2.08
239;15;18;69;[2, 5, 3, 7, 4, 5, 4, 4];8.0;17.46;2.08
240;17;19;67;[2, 5, 3, 7, 4, 5, 4, 4];7.68;17.42;2.08
241;16;18;66;[7, 7, 7, 4, 3, 6, 0, 4];7.69;17.38;2.08
242;17;17;68;[7, 7, 7, 4, 3, 6, 0, 4];7.18;17.38;2.07
243;18;20;65;[7, 7, 7, 4, 3, 6, 0, 4];6.85;17.42;2.11
244;21;20;60;[7, 7, 7, 4, 3, 6, 0, 4];6.63;17.41;2.07
245;18;21;64;[7, 7, 7, 4, 3, 6, 0, 4];6.5;17.45;1.88
246;19;21;63;[7, 7, 7, 4, 3, 6, 0, 4];6.04;17.44;1.89
247;18;20;65;[7, 7, 7, 4, 3, 6, 0, 4];6.33;17.38;1.89
248;18;20;64;[7, 7, 7, 4, 3, 6, 0, 4];6.3;17.66;1.59
249;19;22;62;[7, 7, 7, 4, 3, 6, 0, 4];5.67;17.65;1.67
250;21;22;58;[3, 5, 3, 7, 2, 4, 1, 7];5.32;17.59;1.68
251;22;21;58;[3, 5, 3, 7, 2, 4, 1, 7];5.36;17.56;1.64
252;21;17;64;[3, 5, 3, 7, 2, 4, 1, 7];6.12;17.53;1.62
253;19;20;64;[3, 5, 3, 7, 2, 4, 1, 7];5.92;17.59;1.54
254;19;21;61;[3, 5, 3, 7, 2, 4, 1, 7];5.14;17.59;1.57
255;21;21;61;[3, 5, 3, 7, 2, 4, 1, 7];5.22;17.59;1.59
256;18;21;64;[7, 0, 5, 2, 5, 0, 5, 4];5.48;17.53;1.68
257;17;21;66;[7, 0, 5, 2, 5, 0, 5, 4];5.5;17.47;1.75
258;15;23;65;[7, 0, 5, 2, 5, 0, 5, 4];5.38;17.52;1.75
259;20;22;60;[7, 0, 5, 2, 5, 0, 5, 4];5.46;17.52;1.75
260;18;23;62;[7, 0, 5, 2, 5, 0, 5, 4];5.48;17.57;1.78
261;17;22;62;[3, 5, 3, 2, 5, 4, 1, 4];5.42;17.57;1.79
262;16;19;67;[3, 5, 3, 2, 5, 4, 1, 4];6.45;18.05;1.27
263;18;19;65;[3, 5, 3, 2, 5, 4, 1, 4];6.17;18.05;1.33
264;18;19;65;[3, 5, 3, 2, 5, 4, 1, 4];6.08;18.05;1.36
265;19;22;61;[3, 5, 3, 2, 5, 4, 1, 4];5.88;18.06;1.4
266;18;20;65;[3, 5, 3, 2, 5, 4, 1, 4];6.08;18.04;1.4
267;18;23;61;[3, 5, 3, 2, 5, 4, 1, 4];5.64;18.02;1.4
268;19;24;61;[3, 5, 3, 2, 5, 4, 1, 4];5.63;17.98;1.54
269;17;26;59;[3, 5, 3, 2, 5, 4, 1, 4];5.48;17.93;1.52
270;19;25;59;[3, 5, 3, 2, 5, 4, 1, 4];5.86;17.93;1.59
271;17;26;59;[3, 5, 3, 2, 5, 4, 1, 4];5.33;17.93;1.63
272;16;26;61;[3, 5, 3, 2, 5, 4, 1, 4];5.82;17.91;1.73
273;16;26;61;[3, 5, 3, 2, 5, 4, 1, 4];5.73;17.91;1.73
274;19;25;59;[3, 5, 3, 2, 5, 4, 1, 4];5.9;17.88;1.81
275;15;23;65;[3, 5, 3, 2, 5, 4, 1, 4];7.11;17.79;1.83
276;15;23;65;[3, 5, 3, 2, 5, 4, 1, 4];7.47;17.76;1.88
277;12;23;67;[3, 5, 3, 2, 5, 4, 1, 4];8.47;17.73;2.07
278;9;24;69;[3, 5, 3, 2, 5, 4, 1, 4];8.38;17.73;2.06
279;11;26;66;[3, 5, 3, 2, 5, 4, 1, 4];7.44;17.73;2.06
280;14;25;64;[3, 5, 3, 2, 5, 4, 1, 4];6.95;17.73;2.05
281;16;25;62;[3, 5, 3, 2, 5, 4, 1, 4];6.36;17.73;2.05
282;16;27;59;[3, 5, 3, 2, 5, 4, 1, 4];6.43;17.68;2.05
283;13;30;58;[3, 5, 3, 2, 5, 4, 1, 4];6.05;17.76;1.85
284;16;31;57;[3, 5, 3, 2, 5, 4, 1, 4];5.9;17.77;1.9
285;14;30;60;[3, 5, 3, 2, 5, 4, 1, 4];6.26;17.72;1.95
286;15;29;60;[3, 5, 3, 2, 5, 4, 1, 4];6.32;17.71;1.95
287;13;33;57;[3, 5, 3, 2, 5, 4, 1, 4];5.89;17.96;1.61
288;16;28;59;[3, 5, 3, 2, 5, 4, 1, 4];7.06;18.04;1.65
289;13;29;60;[3, 5, 3, 2, 5, 4, 1, 4];6.94;18.04;1.65
290;15;28;62;[3, 5, 3, 2, 5, 4, 1, 4];7.24;18.04;1.65
291;12;28;63;[3, 5, 3, 2, 5, 4, 1, 4];6.63;18.04;1.68
292;13;27;63;[3, 5, 3, 2, 5, 4, 1, 4];6.84;18.01;1.79
293;11;29;63;[3, 5, 3, 2, 5, 4, 1, 4];6.43;18.01;1.81
294;14;30;59;[3, 5, 3, 2, 5, 4, 1, 4];6.05;18.01;1.82
295;13;28;61;[3, 5, 3, 2, 5, 4, 1, 4];6.17;18.01;1.83
296;10;28;64;[5, 3, 0, 7, 2, 2, 7, 1];6.42;18.01;1.85
297;17;29;57;[5, 3, 0, 7, 2, 2, 7, 1];5.79;18.01;1.86
298;16;29;57;[5, 3, 0, 7, 2, 2, 7, 1];5.7;18.1;1.9
299;19;28;54;[5, 3, 0, 7, 2, 2, 7, 1];5.44;18.1;1.91
300;18;25;61;[5, 3, 0, 7, 2, 2, 7, 1];6.23;18.1;1.73
301;19;24;59;[5, 3, 0, 7, 2, 2, 7, 1];5.72;18.1;1.75
302;16;28;57;[5, 3, 0, 7, 2, 2, 7, 1];5.73;18.41;1.33
303;17;30;56;[5, 3, 0, 7, 2, 2, 7, 1];5.37;18.41;1.4
304;18;27;58;[5, 3, 0, 7, 2, 2, 7, 1];5.89;18.44;1.14
305;17;28;57;[5, 3, 0, 7, 2, 2, 7, 1];6.04;18.41;1.12
306;20;25;57;[5, 3, 0, 7, 2, 2, 7, 1];6.23;18.41;1.12
307;20;25;57;[5, 3, 0, 7, 2, 2, 7, 1];6.28;18.41;1.04
308;18;23;61;[5, 3, 0, 7, 2, 2, 7, 1];6.32;18.41;1.04
309;18;26;58;[5, 3, 0, 7, 2, 2, 7, 1];6.48;18.35;1.0
310;16;29;59;[5, 3, 0, 7, 2, 2, 7, 1];6.23;18.33;0.95
311;19;27;57;[5, 3, 0, 7, 2, 2, 7, 1];6.18;18.33;0.95
312;18;26;58;[5, 3, 0, 7, 2, 2, 7, 1];6.52;18.3;0.95
313;16;29;58;[5, 3, 0, 7, 2, 2, 7, 1];6.84;18.41;0.79
314;11;30;61;[5, 3, 0, 7, 2, 2, 7, 1];7.0;18.39;0.84
315;17;30;55;[5, 1, 6, 6, 0, 6, 7, 4];7.33;18.37;0.83
